tên_xe,giá,năm_sản_xuất,kiểu_dáng,tình_trạng,xuất_xứ,số_km_đã_đi,tỉnh_thành,hộp_số,nhiên_liệu
VinFast VF8 Eco 2024,809000000.0,Năm SX 2024,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 30 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Điện
Hyundai Grand i10 2014,126000000.0,Năm SX 2014,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 78.000 km,"Tỉnh thành
Hà Tĩnh",Hộp số Số sàn,Nhiên liệu Máy xăng
Mercedes-Benz C250 AMG 2010,220000000.0,Năm SX 2010,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 81.000 km,"Tỉnh thành
Nghệ An",Hộp số Số tự động,Nhiên liệu Máy xăng
Hyundai Grand i10 2014,118000000.0,Năm SX 2014,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 101.000 km,"Tỉnh thành
Hà Tĩnh",Hộp số Số sàn,Nhiên liệu Máy xăng
VinFast VF8 S 2024,849000000.0,Năm SX 2024,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 40 km,"Tỉnh thành
Hải Phòng",Hộp số Số tự động,Nhiên liệu Điện
VinFast VF8 S 2024,855000000.0,Năm SX 2024,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 30 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Điện
Kia Seltos 1.6 Luxury 2024,635000000.0,Năm SX 2024,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 22.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
VinFast VF8 2023,760000000.0,Năm SX 2023,Na,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 32.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
Mercedes-Benz GLC 200 4Matic 2023,1920000000.0,Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 9.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Honda CR-V 2.4L TG 2012,335000000.0,Năm SX 2012,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 100.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Mercedes-Benz GLC 200 2021,1280000000.0,Năm SX 2021,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 50.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Lexus LX 570 Super Sport 2018,6100000000.0,Năm SX 2018,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 70.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
BMW X5 xDrive40i xLine 2019,2100000000.0,Năm SX 2019,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 65.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Mercedes-Benz E180 1.5 I4 2020,970000000.0,Năm SX 2020,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 55.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Lexus ES 250 F-Sport 2019,1850000000.0,Năm SX 2019,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 68.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
Mazda 3 1.5L Sedan 2015,345000000.0,Năm SX 2015,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 88.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Lexus RX 350 2023,3250000000.0,Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 52.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Honda CR-V 1.5 L 2022,855000000.0,Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 55.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Hyundai Grand i10 Hatchback 1.2 AT 2021,360000000.0,Năm SX 2021,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 30.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Mercedes-Benz GLS 450 4Matic 2021,3889000000.0,Năm SX 2021,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 65.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Mercedes-Benz V250 Luxury 2020,1699000000.0,Năm SX 2020,Kiểu dáng MPV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 36.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Hyundai Santa Fe 2.4L Xăng Cao cấp 2019,789000000.0,Năm SX 2019,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 83.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Porsche Cayenne 3.0 2023,6579000000.0,Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 3.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Nissan Almera CVT Cao cấp 2021,409000000.0,Năm SX 2021,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 53.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
Porsche Panamera 4 2021,5299000000.0,Năm SX 2021,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 39.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
Mercedes-Benz S450L 2017,1799000000.0,Năm SX 2017,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 70.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
Honda City RS 2023,485000000.0,Năm SX 2023,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 40.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Ford Ranger XLS 2.2 4x2 AT 2019,499000000.0,Năm SX 2019,Kiểu dáng Bán tải,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 92.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy dầu
Mercedes-Benz E280 2008,195000000.0,Năm SX 2008,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 260.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Peugeot 3008 GT Line 2022,820000000.0,Năm SX 2022,Na,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 50.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Ford Ranger XLS 2.2 4x2 AT 2019,499000000.0,Năm SX 2019,Kiểu dáng Bán tải,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 92.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy dầu
Mercedes-Benz E280 2008,195000000.0,Năm SX 2008,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 260.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Peugeot 3008 GT Line 2022,820000000.0,Năm SX 2022,Na,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 50.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Nissan Almera CVT Cao cấp 2021,419000000.0,Năm SX 2021,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 64.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
Nissan Almera CVT 2023,400000000.0,Năm SX 2023,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 69.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
Mercedes-Benz Maybach S450 4Matic 2018,3499000000.0,Năm SX 2018,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 87.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
Kia Morning SLX 1.0 AT 2010,150000000.0,Năm SX 2010,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 170.000 km,"Tỉnh thành
Vĩnh Phúc",Hộp số Số tự động,Nhiên liệu Máy xăng
Kia Forte Koup 2010,228000000.0,Năm SX 2010,Kiểu dáng Coupe,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 100.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
Toyota Corolla Altis 1.8 G 2016,475000000.0,Năm SX 2016,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 35.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Toyota Innova 2.0G 2017,495000000.0,Năm SX 2017,Kiểu dáng MPV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 150.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Toyota Corolla Altis 1.8 G 2010,268000000.0,Năm SX 2010,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 170.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Toyota Corolla Altis 1.8 G 2010,269000000.0,Năm SX 2010,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 170.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Hyundai Grand i10 Hatchback 1.2 AT 2019,315000000.0,Năm SX 2019,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 30.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Kia Morning 2018,278000000.0,Năm SX 2018,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 50.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Honda City 1.5 CVT 2014,290000000.0,Năm SX 2014,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 90.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Hyundai Tucson 2.0 Tiêu chuẩn 2019,595000000.0,Năm SX 2019,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 60.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Mercedes-Benz GLC 300 4Matic 2020,1539000000.0,Năm SX 2020,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 60.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Chevrolet Captiva LS 2.4 2007,148000000.0,Năm SX 2007,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 195.000 km,"Tỉnh thành
Hà Nội",Hộp số Số sàn,Nhiên liệu Máy xăng
Toyota Corolla Cross 1.8 V  2022,725000000.0,Năm SX 2022,Kiểu dáng Crossover,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 49.486 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Mitsubishi Outlander 2.0 CVT 2023,735000000.0,Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 42.438 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Mazda CX-5 2.0 Luxury 2021,675000000.0,Năm SX 2021,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 65.819 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Mazda CX-5 2.0 Premium 2022,730000000.0,Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 50.836 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
VinFast LUX A2.0 Tiêu chuẩn 2022,535000000.0,Năm SX 2022,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 48.609 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Peugeot 5008 1.6L Turbo 2020,680000000.0,Năm SX 2020,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 54.420 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Ford Everest Titanium 2.0 AT 4x2 2019,810000000.0,Năm SX 2019,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 01 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy dầu
Nissan X trail 2.0 SL 2WD Premium 2020,610000000.0,Năm SX 2020,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 01 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Suzuki Swift 1.4 AT 2017,329000000.0,Năm SX 2017,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 50.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Acura MDX 2008,299000000.0,Năm SX 2008,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 100.000 km,"Tỉnh thành
Phú Thọ",Hộp số Số tự động,Nhiên liệu Máy xăng
BMW 430i 2023,2638000000.0,Năm SX 2023,Na,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 22.222 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
Volkswagen Viloran 2023,1738000000.0,Năm SX 2023,Na,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 32.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
Kia Sedona 3.3 GAT 2020,1400000000.0,Năm SX 2020,Kiểu dáng Van/Minivan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 108.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
Kia Forte EX 1.6 MT 2011,215000000.0,Năm SX 2011,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 70.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số sàn,Nhiên liệu Máy xăng
Mazda BT-50 Standard 4x4 2.2 MT 2014,295000000.0,Năm SX 2014,Kiểu dáng Bán tải,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 120.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số sàn,Nhiên liệu Máy dầu
Mitsubishi Zinger 2008,185000000.0,Năm SX 2008,Kiểu dáng MPV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 90.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số sàn,Nhiên liệu Máy xăng
Toyota Hiace 2.8 MT 2009,265000000.0,Năm SX 2009,Kiểu dáng Van/Minivan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 140.000 km,"Tỉnh thành
Hà Nội",Hộp số Số sàn,Nhiên liệu Máy dầu
Suzuki Blind Van Suzuki Blind Van 2015,135000000.0,Năm SX 2015,Kiểu dáng Xe tải,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 70.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Hyundai Grand Starex 2.5 MT 2016,395000000.0,Năm SX 2016,Kiểu dáng Van/Minivan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 120.000 km,"Tỉnh thành
Hà Nội",Hộp số Số sàn,Nhiên liệu Máy xăng
Hyundai Grand Starex 2.4 AT 2008,425000000.0,Năm SX 2008,Kiểu dáng Van/Minivan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 160.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy dầu
Mitsubishi Triton 2011,248000000.0,Năm SX 2011,Kiểu dáng Bán tải,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 155.000 km,"Tỉnh thành
Hà Nội",Hộp số Số sàn,Nhiên liệu Máy xăng
Dongben X30 2017,110000000.0,Năm SX 2017,Kiểu dáng Van/Minivan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 120.000 km,"Tỉnh thành
Hà Nội",Hộp số Số sàn,Nhiên liệu Máy xăng
Isuzu D-Max LS 3.0 4x2 AT 2008,195000000.0,Năm SX 2008,Kiểu dáng Bán tải,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 160.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy dầu
Toyota Hiace 2.8 MT 2008,145000000.0,Năm SX 2008,Na,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 160.000 km,"Tỉnh thành
Hà Nội",Hộp số Số sàn,Nhiên liệu Máy xăng
Toyota Hiace Commuter 2.5 2010,285000000.0,Năm SX 2010,Kiểu dáng Van/Minivan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 140.000 km,"Tỉnh thành
Hà Nội",Hộp số Số sàn,Nhiên liệu Máy dầu
Hyundai Starex 2.4 MT 2014,425000000.0,Năm SX 2014,Kiểu dáng Van/Minivan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 140.000 km,"Tỉnh thành
Hà Nội",Hộp số Số sàn,Nhiên liệu Máy xăng
Chevrolet Colorado  2016,330000000.0,Năm SX 2016,Kiểu dáng Bán tải,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 130.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy dầu
Mitsubishi Triton 4×4 AT 2013,315000000.0,Năm SX 2013,Kiểu dáng Bán tải,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 160.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy dầu
Peugeot 2008 GT Line 2021,593000000.0,Năm SX 2021,Kiểu dáng Crossover,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 38.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
MG ZS 1.5 2WD LUX+ 2025,529000000.0,Năm SX 2025,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 300 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
Lexus LX 570 2014,2800000000.0,Năm SX 2014,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 110.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Mazda CX-8 Premium 2023,895000000.0,Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 54.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Ford Everest Titanium 2.0 AT 4x2 2019,755000000.0,Năm SX 2019,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 90.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy dầu
Hyundai i20 1.4 AT 2015,313000000.0,Năm SX 2015,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 110.000 km,"Tỉnh thành
Phú Thọ",Hộp số Số tự động,Nhiên liệu Máy xăng
Honda City 1.5 CVT 2014,296000000.0,Năm SX 2014,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 132.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Hyundai Grand i10 2019,315000000.0,Năm SX 2019,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 56.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Hyundai Grand i10 2019,315000000.0,Năm SX 2019,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 56.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Mitsubishi Xpander 2023,500000000.0,Năm SX 2023,Kiểu dáng MPV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 50.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Mazda 2 Sedan 1.5L Luxury 2020,395000000.0,Năm SX 2020,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 34.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Ford Ranger Wildtrak 2.0L 4x4 AT 2023,855000000.0,Năm SX 2023,Kiểu dáng Bán tải,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 24.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy dầu
Kia Morning 1.25 MT 2021,225000000.0,Năm SX 2021,Na,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 50.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
Mercedes-Benz C250 AMG 2010,220000000.0,Năm SX 2010,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 78.000 km,"Tỉnh thành
Hà Tĩnh",Hộp số Số tự động,Nhiên liệu Máy xăng
Mazda 3 Sedan 1.5L Luxury 2020,495000000.0,Năm SX 2020,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 33.000 km,"Tỉnh thành
Hưng Yên",Hộp số Số tự động,Nhiên liệu Máy xăng
Mitsubishi Xpander AT Premium 2024,589000000.0,Năm SX 2024,Kiểu dáng MPV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 25.000 km,"Tỉnh thành
Hải Phòng",Hộp số Số tự động,Nhiên liệu Máy xăng
Mitsubishi Xforce Ultimate 2025,630000000.0,Năm SX 2025,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 3.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Máy xăng
VinFast VF5 Plus 2024,450000000.0,Năm SX 2024,Kiểu dáng Crossover,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 9.000 km,"Tỉnh thành
Hà Nội",Hộp số Số tự động,Nhiên liệu Điện
Mercedes-Benz GLB 200 AMG 2022,1259000000.0,Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 47.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
Mercedes-Benz GLC 250 2017,839000000.0,Năm SX 2017,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 78.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
Toyota Innova 2.0E 2016,328000000.0,Năm SX 2016,Kiểu dáng MPV,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 176.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
Mercedes-Benz E250 E250 2018,999000000.0,Năm SX 2018,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,Km đã đi 42.000 km,"Tỉnh thành
Tp.HCM",Hộp số Số tự động,Nhiên liệu Máy xăng
